Date,R.A._ICRF,DEC_ICRF,delta,deldot,R.A._Ecl,DEC_Ecl,Opposition,x_ICRF,y_ICRF,z_ICRF,x_Ecl,y_Ecl,z_Ecl,x_Pol,y_Pol
01/02/1980,162.39515,8.69494,4.81225634791389,-23.6422504,160.45770826540556,1.133034183472072,3.0,-4.534158811645412,1.4387423412899065,0.727485741575348,-4.534158811645412,1.6093974825453055,0.09515656568323994,4.811315452768079,2.800515287324259
01/03/1980,162.37598,8.70758,4.79867590565034,-23.3851121,160.43537666073703,1.137544527268057,2.0,-4.520730270992816,1.4361463204428497,0.7264791880548229,-4.520730270992816,1.6066152959694249,0.09526570818194935,4.797730181274652,2.800125527299396
01/04/1980,162.35381,8.72142,4.78524497941285,-23.123308,160.40984627971898,1.1420422134056365,2.0,-4.507355907863027,1.4338178739216667,0.7255884076188858,-4.507355907863027,1.6041246559261626,0.09537463550614189,4.7842944298922445,2.799679938095301
01/05/1980,162.32863,8.73647,4.77196894541002,-22.8503395,160.38110447183482,1.1465333530263064,2.0,-4.494040779611531,1.4317574216166553,0.7248143022815061,-4.494040779611531,1.6019263064577698,0.09548400821481728,4.7710135631889425,2.799178298918812
01/06/1980,162.30045,8.75272,4.75885204430047,-22.5701735,160.34916449460414,1.1510131236733947,2.0,-4.4807895576372205,1.4299635817244216,0.7241559739820316,-4.4807895576372205,1.6000186225564552,0.0955935520029737,4.757891828568427,2.7986208411572955
01/07/1980,162.26927,8.77016,4.74589996770522,-22.2818113,160.31403048243507,1.1554730323711884,2.0,-4.467607969966605,1.4284362347659636,0.7236127786067028,-4.467607969966605,1.5984012383887345,0.09570272343374397,4.7449349302379025,2.7980076369697797
01/08/1980,162.2351,8.78878,4.73311685137558,-21.9827722,160.27571574226155,1.159908408432545,2.0,-4.4545004693757875,1.427174056649683,0.7231838695189917,-4.4545004693757875,1.5970726023516921,0.09581127242641685,4.732147010485993,2.7973389186060733
01/09/1980,162.19796,8.80858,4.7205088595872,-21.677254,160.23423896351773,1.1643276537080791,2.0,-4.4414734863821,1.4261755726696577,0.7228695588600035,-4.4414734863821,1.5960314855915438,0.0959200719689679,4.71953421782645,2.796615012258344
01/10/1980,162.15786,8.82954,4.70808008438834,-21.3615311,160.1896172906034,1.1687169887192077,2.0,-4.428531431855799,1.425439597139158,0.7226682454536814,-4.428531431855799,1.5952761633509023,0.09602812464987764,4.707100666045963,2.795836217152807
01/11/1980,162.11482,8.85166,4.69583489207063,-21.0409786,160.14186946069688,1.1730849581090632,2.0,-4.415678923907708,1.4249642342715998,0.7225800340391394,-4.415678923907708,1.5948049379422602,0.09613628066570035,4.69485070573365,2.7950028603149226
