Date,R.A._ICRF,DEC_ICRF,delta,deldot,R.A._Ecl,DEC_Ecl,Opposition,x_ICRF,y_ICRF,z_ICRF,x_Ecl,y_Ecl,z_Ecl,x_Pol,y_Pol
01/02/1980,315.91973,-18.66226,1.34173330382309,-9.0972485,312.91645398757845,-1.8001925309424334,3.0,0.9131771370698998,-0.884320654605623,-0.4293399058540079,0.9131771370698998,-0.9821299369584585,-0.0421492805492622,1.3410711005525413,-0.8217629318521339
01/03/1980,317.16126,-18.30236,1.33646385244182,-9.1488453,314.14831543326204,-1.7957760036197792,2.0,0.9304140852539786,-0.8627421546225456,-0.4196918315643994,0.9304140852539786,-0.9584942667938677,-0.04188077563654269,1.3358074822053183,-0.8002628937471555
01/04/1980,318.39679,-17.93412,1.33116463973677,-9.2003067,315.37955295346023,-1.7899679375694268,2.0,0.9470279172533154,-0.8409056151312165,-0.4098965338584393,0.9470279172533154,-0.9345632879030316,-0.0415798380498007,1.3305150939216275,-0.7787737451989063
01/05/1980,319.62634,-17.55775,1.32583571775149,-9.2517218,316.6101661530029,-1.7827628454209004,2.0,0.9630138863601332,-0.8188259748886138,-0.3999607830661301,0.9630138863601332,-0.9103533994100723,-0.041246737151997837,1.3251939696285682,-0.7572954931042734
01/06/1980,320.84993,-17.17347,1.32047708972505,-9.3031701,317.84014288495155,-1.7741616518988874,2.0,0.9783674502656141,-0.7965183193849898,-0.38989157933149804,0.9783674502656141,-0.8858812264790018,-0.04088189478923565,1.3198440874463844,-0.7358283494671819
01/07/1980,322.06758,-16.78148,1.31508871626491,-9.3547198,319.0694686514736,-1.7641431611733778,2.0,0.9930844540719977,-0.7739980166551425,-0.3796954950242588,0.9930844540719977,-0.8611634833446238,-0.040485227942609,1.314465396260291,-0.7143725673224194
01/08/1980,323.27934,-16.38201,1.30967052154083,-9.4064291,320.29813871111907,-1.7527208548313276,2.0,1.0071612843535303,-0.7512799751978737,-0.36937977903380037,1.0071612843535303,-0.8362167317296391,-0.040057457080771186,1.3090577814310764,-0.6929282294237249
01/09/1980,324.48524,-15.97527,1.30422239830713,-9.4583491,321.5261283149037,-1.7398806444235442,2.0,1.0205944612668978,-0.7283797114356173,-0.3589512583155256,1.0205944612668978,-0.8110579232801857,-0.039598673737448464,1.303621114160183,-0.6714957677222191
01/10/1980,325.68535,-15.56148,1.29874421104136,-9.5105273,322.7534381911517,-1.7256278999712114,2.0,1.0333812817864259,-0.7053121627518455,-0.34841699907036955,1.0333812817864259,-0.7857035735508692,-0.03910941927824568,1.2981552214728262,-0.650075169506075
01/11/1980,326.87972,-15.14086,1.29323579699766,-9.5630111,323.9800433265849,-1.7099597491788825,2.0,1.0455190976519577,-0.6820927749317065,-0.33778408705439844,1.0455190976519577,-0.7601706723243304,-0.03859005077976063,1.2926599067879334,-0.6286668713391846
