Date,R.A._ICRF,DEC_ICRF,delta,deldot,R.A._Ecl,DEC_Ecl,Opposition,x_ICRF,y_ICRF,z_ICRF,x_Ecl,y_Ecl,z_Ecl,x_Pol,y_Pol
01/02/1980,166.88206,9.05021,0.95840152790069,-14.4623394,164.41811024121307,3.162378009270549,3.0,-0.9217720789795355,0.21480735166511264,0.1507565082069179,-0.9217720789795355,0.2570493776958484,0.0528709799634825,0.9569420819255876,2.869637342548518
01/03/1980,167.04146,9.01853,0.95007581663316,-14.3693383,164.5757303640839,3.194280121020076,2.0,-0.9144338361225577,0.2104168367539017,0.1489280749752413,-0.9144338361225577,0.2522938500386999,0.052939870966967825,0.9485997192774024,2.872388332663647
01/04/1980,167.19139,8.99091,0.94180512172223,-14.2717687,164.7231466497434,3.226339255125437,2.0,-0.9070854218231036,0.20622810273816933,0.14718320032952695,-0.9070854218231036,0.24775669043093443,0.053005161682016425,0.9403123630673413,2.8749612322238525
01/05/1980,167.33169,8.96744,0.93359214370696,-14.1694137,164.86017527333198,3.2585675364710736,2.0,-0.8997313401293443,0.20224036945292867,0.14552195485202313,-0.8997313401293443,0.2434372111611108,0.05306722719826326,0.9320827002947994,2.877352832880142
01/06/1980,167.46215,8.94819,0.92543971015778,-14.0620516,164.986594837015,3.2909400378802856,2.0,-0.8923760080519099,0.1984535722275229,0.14394407615594693,-0.8923760080519099,0.23933524852363114,0.053125852505022705,0.9239135787142272,2.879559270511381
01/07/1980,167.58259,8.93323,0.917350776744,-13.9494614,165.1022115370673,3.3234439252165995,2.0,-0.8850239895453836,0.19486708778671266,0.14244930192710106,-0.8850239895453836,0.23545012633204693,0.05318104485825691,0.9158079624356867,2.8815771626045064
01/08/1980,167.69282,8.92262,0.90932842558889,-13.8314264,165.20682661439747,3.3560539129983065,2.0,-0.8776798702336903,0.1914803770396091,0.14103721558266533,-0.8776798702336903,0.23178118427303798,0.053232636488624974,0.9077689529811204,2.883403040158993
01/09/1980,167.79263,8.91645,0.90137586263623,-13.7077344,165.3002116577917,3.388765270850386,2.0,-0.8703481243005423,0.18829311535867932,0.13970787729494297,-0.8703481243005423,0.2283281484418012,0.053280811732504235,0.8997997559703678,2.8850329166471633
01/10/1980,167.88185,8.91477,0.8934964154435,-13.578176,165.38219060706763,3.421552445347084,2.0,-0.8630334758714167,0.1853043193524736,0.13846072787978905,-0.8630334758714167,0.22508989416366412,0.05332544871892782,0.8919037172976176,2.8864637192391913
01/11/1980,167.96028,8.91764,0.88569353229058,-13.442542,165.452556472834,3.4543882179353784,2.0,-0.8557405391813474,0.18251339847967415,0.13729538272783035,-0.8557405391813474,0.22206572663875898,0.053366429479418165,0.8840843044336797,2.8876918352887224
